,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
41024,43,Private,142725,High-school,9,Married,Service/Manual,Husband,White,Male,0,1887,80,US,>50K
41025,44,Self_emp,53956,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,45,US,<50K
41026,45,Govt,116892,Some-college,12,Separated,Clerical/Sales,Unmarried,Black,Female,0,0,40,US,<50K
41027,33,Private,34572,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
41028,40,Govt,287008,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41029,66,Govt,30740,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,20,US,<50K
41030,27,Private,162104,Middle-school,4,Single,Service/Manual,Own-child,White,Female,0,0,30,US,<50K
41031,65,Private,237024,Lower-school,2,Married,Service/Manual,Husband,White,Male,0,0,35,Non-US,<50K
41032,20,Private,228306,High-school,9,Single,White-collar,Own-child,White,Female,0,0,32,US,<50K
41033,18,Private,127388,High-school,7,Single,Service/Manual,Own-child,White,Female,0,0,20,US,<50K
41034,45,Private,72393,College,13,Married,White-collar,Unmarried,White,Female,0,0,38,US,<50K
41035,55,Self_emp,160813,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,60,US,<50K
41036,43,Private,255586,High-school,9,Separated,Blue-collar,Unmarried,White,Male,0,0,40,US,<50K
41037,21,Private,342575,Some-college,10,Single,Clerical/Sales,Own-child,Black,Female,0,0,35,US,<50K
41038,28,Private,181466,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
41039,23,Private,234108,Some-college,12,Single,Blue-collar,Unmarried,White,Male,0,0,40,US,<50K
41040,28,Private,66414,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
41041,21,Private,227307,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,43,US,>50K
41042,23,Private,157145,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41043,63,Private,252457,High-school,9,Separated,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
41044,60,Govt,142769,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
41045,32,Private,49539,Some-college,10,Single,Service/Manual,Not-in-family,White,Female,3674,0,40,US,<50K
41046,33,Private,249438,High-school,9,Single,Service/Manual,Own-child,Black,Female,0,0,40,US,<50K
41047,30,Private,289293,High-school,8,Married,Blue-collar,Husband,White,Male,3908,0,40,Non-US,<50K
41048,68,Self_emp,198884,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,25,US,<50K
41049,53,Govt,229259,Some-college,12,Married,White-collar,Husband,White,Male,0,0,45,US,>50K
41050,36,Private,289223,Some-college,10,Married,Clerical/Sales,Wife,White,Female,0,1848,40,US,>50K
41051,23,Private,42401,College,13,Single,White-collar,Not-in-family,White,Male,0,0,50,US,<50K
41052,26,Private,295055,High-school,9,Single,Blue-collar,Own-child,Black,Male,0,0,40,US,<50K
41053,42,Govt,214781,College,13,Single,White-collar,Unmarried,White,Male,0,1876,38,US,<50K
41054,20,Private,95552,High-school,9,Single,Clerical/Sales,Own-child,White,Male,0,0,40,US,<50K
41055,53,Private,308764,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,45,US,<50K
41056,36,Private,185394,High-school,9,Single,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
41057,47,Private,358382,Some-college,10,Separated,White-collar,Not-in-family,Black,Male,0,0,40,US,<50K
41058,35,Private,195946,Some-college,12,Married,Service/Manual,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<50K
41059,32,Private,296897,College,13,Single,White-collar,Own-child,Black,Female,0,0,40,US,<50K
41060,41,Self_emp,230961,College,15,Married,White-collar,Husband,White,Male,0,0,45,US,>50K
41061,22,Private,169022,High-school,9,Single,White-collar,Not-in-family,White,Female,0,0,48,US,<50K
41062,28,Private,209301,High-school,9,Married,Blue-collar,Husband,White,Male,0,1848,40,US,>50K
41063,42,Private,252058,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41064,51,Self_emp,30012,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,50,US,>50K
41065,33,Private,202046,College,13,Married,White-collar,Husband,White,Male,0,0,45,US,>50K
41066,22,Private,52262,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,45,US,<50K
41067,60,Private,96660,High-school,9,Separated,Clerical/Sales,Other-relative,White,Female,0,0,33,US,<50K
41068,50,Self_emp,200618,College,14,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
41069,58,Private,177368,High-school,9,Married,Blue-collar,Husband,White,Male,3137,0,16,US,<50K
41070,22,Private,311311,Some-college,10,Single,Service/Manual,Not-in-family,White,Male,0,0,60,US,<50K
41071,47,Govt,142856,College,14,Married,White-collar,Husband,White,Male,0,0,45,US,>50K
41072,28,Private,134890,College,13,Single,Clerical/Sales,Own-child,White,Male,0,1974,50,US,<50K
41073,38,Self_emp,179579,College,16,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
41074,67,Govt,173623,College,13,Married,White-collar,Husband,White,Male,4931,0,30,US,<50K
41075,76,Self_emp,99328,College,13,Married,Service/Manual,Husband,White,Male,6514,0,40,US,>50K
41076,41,Govt,224799,College,14,Married,White-collar,Husband,White,Male,0,0,55,US,>50K
41077,57,Self_emp,231781,College,14,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
41078,22,Private,41763,Some-college,10,Single,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
41079,38,Govt,51240,College,13,Married,White-collar,Husband,White,Male,0,0,45,US,<50K
41080,30,Private,206923,Some-college,12,Married,White-collar,Wife,Other,Female,0,1977,40,US,>50K
41081,30,Self_emp,132601,College,13,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
41082,27,Private,357348,High-school,9,Single,Clerical/Sales,Not-in-family,White,Female,2202,0,40,US,<50K
41083,22,Private,150683,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,20,US,<50K
41084,40,Self_emp,188615,High-school,7,Married,White-collar,Husband,White,Male,15024,0,20,US,>50K
41085,73,Private,159007,College,13,Separated,Service/Manual,Other-relative,White,Female,0,0,12,US,<50K
41086,23,Private,130959,College,13,Married,White-collar,Husband,White,Male,2407,0,6,Non-US,<50K
41087,51,Private,158746,College,13,Married,White-collar,Husband,White,Male,0,1902,60,US,>50K
41088,29,Private,498833,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,40,Non-US,<50K
41089,46,Private,193188,College,14,Single,White-collar,Unmarried,White,Male,0,0,40,US,<50K
41090,29,Self_emp,136277,High-school,9,Single,White-collar,Not-in-family,Black,Female,0,0,16,US,<50K
41091,34,Private,137991,College,13,Single,Clerical/Sales,Own-child,White,Female,0,0,35,US,<50K
41092,38,Self_emp,187098,College,14,Single,White-collar,Not-in-family,White,Female,0,0,48,US,<50K
41093,62,Private,176839,College,16,Single,White-collar,Not-in-family,White,Male,0,0,50,US,>50K
41094,30,Govt,185384,High-school,9,Separated,Service/Manual,Unmarried,White,Female,0,0,50,US,<50K
41095,20,Private,87867,Some-college,10,Single,White-collar,Own-child,White,Male,0,0,40,US,<50K
41096,40,Private,111779,High-school,7,Separated,Service/Manual,Unmarried,Black,Female,0,0,36,US,<50K
41097,37,Govt,185556,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,1980,35,US,<50K
41098,56,Private,59469,Middle-school,4,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
41099,63,Private,164435,Some-college,10,Married,White-collar,Husband,White,Male,0,0,50,US,<50K
41100,25,Private,259336,High-school,9,Single,Service/Manual,Own-child,White,Male,0,0,40,Non-US,<50K
41101,40,Self_emp,277488,High-school,9,Separated,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
41102,53,Private,104258,High-school,6,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41103,23,Private,141427,College,13,Single,White-collar,Not-in-family,Black,Female,0,0,40,US,<50K
41104,32,Private,267052,High-school,6,Single,Service/Manual,Unmarried,Black,Female,0,0,40,US,<50K
41105,33,Private,114764,Some-college,10,Separated,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
41106,50,Govt,151143,High-school,9,Single,Clerical/Sales,Own-child,White,Female,0,0,40,US,<50K
41107,37,Private,176357,Some-college,10,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41108,29,Private,190303,College,13,Separated,White-collar,Not-in-family,White,Male,2463,0,15,US,<50K
41109,28,Private,220692,Some-college,10,Single,Clerical/Sales,Own-child,Black,Female,0,0,40,US,<50K
41110,46,Private,181970,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
41111,42,Private,263339,High-school,9,Married,Blue-collar,Husband,White,Male,5178,0,40,US,>50K
41112,21,Self_emp,83704,High-school,5,Single,Clerical/Sales,Own-child,White,Male,0,0,30,US,<50K
41113,24,Private,324960,Some-college,12,Single,Clerical/Sales,Not-in-family,White,Male,0,0,30,US,<50K
41114,53,Private,96062,High-school,5,Separated,Blue-collar,Not-in-family,White,Male,0,0,50,US,<50K
41115,54,Private,96678,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,45,US,<50K
41116,36,Private,33435,Some-college,11,Separated,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
41117,52,Self_emp,399008,High-school,9,Married,Blue-collar,Husband,Black,Male,5013,0,40,US,<50K
41118,71,Private,159722,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,25,US,<50K
41119,36,Private,225172,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41120,52,Private,135033,Middle-school,4,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
41121,38,Private,179671,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,48,US,<50K
41122,56,Private,182460,College,13,Separated,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
41123,52,Private,231196,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
41124,55,Private,181974,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
41125,31,Private,326104,College,13,Married,Service/Manual,Husband,White,Male,0,0,45,US,<50K
41126,51,Self_emp,126850,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,65,US,<50K
41127,23,Private,33644,College,13,Single,Service/Manual,Not-in-family,White,Female,0,0,50,US,<50K
41128,40,Private,92649,Some-college,12,Separated,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
41129,20,Private,353696,Some-college,10,Single,Clerical/Sales,Own-child,White,Male,0,0,28,US,<50K
41130,36,Private,238342,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
41131,22,Private,882849,College,13,Single,Service/Manual,Own-child,White,Male,0,0,35,US,<50K
41132,49,Self_emp,318280,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,55,US,>50K
41133,35,Private,151322,College,13,Married,White-collar,Husband,White,Male,15024,0,55,US,>50K
41134,31,Self_emp,111567,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
41135,43,Private,279996,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,20,US,<50K
41136,48,Private,103743,Some-college,10,Married,Blue-collar,Husband,White,Male,0,2002,70,US,<50K
41137,53,Private,30846,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
41138,26,Private,191393,High-school,9,Single,Clerical/Sales,Unmarried,Black,Male,0,1380,40,US,<50K
41139,35,Govt,140564,Some-college,10,Married,White-collar,Husband,White,Male,5013,0,40,US,<50K
41140,37,Govt,243177,Some-college,10,Single,Clerical/Sales,Not-in-family,Black,Female,0,0,40,US,<50K
41141,55,Govt,104996,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,15,US,<50K
41142,27,Govt,191202,High-school,9,Single,Service/Manual,Own-child,White,Male,0,0,45,US,<50K
41143,47,Private,247379,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,45,US,<50K
41144,44,Private,96129,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
41145,47,,58440,Some-college,11,Married,,Husband,White,Male,0,0,45,US,<50K
41146,24,Private,125031,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,45,US,<50K
41147,23,Private,183772,Some-college,12,Single,Clerical/Sales,Other-relative,White,Female,0,0,70,US,<50K
41148,37,Private,78488,High-school,9,Single,Service/Manual,Not-in-family,White,Female,0,0,32,US,<50K
41149,32,Self_emp,121058,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,60,US,<50K
41150,43,Private,84673,College,14,Separated,White-collar,Not-in-family,White,Female,0,0,38,US,>50K
41151,30,Private,172830,College,13,Single,Clerical/Sales,Not-in-family,White,Female,3325,0,40,US,<50K
41152,36,Private,307520,College,13,Married,White-collar,Wife,Asian-Pac-Islander,Female,0,0,40,Non-US,>50K
41153,21,Private,327797,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
41154,40,Private,108945,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,32,US,<50K
41155,52,Private,164473,High-school,9,Married,Service/Manual,Wife,White,Female,0,0,38,US,<50K
41156,40,Private,144778,College,13,Married,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,>50K
41157,54,Private,69477,College,14,Married,White-collar,Husband,White,Male,0,1902,60,US,>50K
41158,45,Private,137946,College,13,Separated,Clerical/Sales,Not-in-family,White,Male,0,0,50,US,<50K
41159,28,Private,167737,College,13,Separated,Service/Manual,Own-child,White,Male,0,1974,50,US,<50K
41160,30,Private,195602,Some-college,10,Married,White-collar,Husband,White,Male,0,0,45,Non-US,<50K
41161,31,Private,140206,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
41162,42,Self_emp,272551,College,13,Separated,White-collar,Not-in-family,White,Female,0,1564,60,US,>50K
41163,24,Private,114939,Some-college,11,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,<50K
41164,45,Govt,265477,College,14,Married,White-collar,Husband,White,Male,0,0,40,Non-US,>50K
41165,51,Govt,252029,College,16,Separated,White-collar,Not-in-family,White,Female,0,0,45,US,>50K
41166,29,Self_emp,263786,College,13,Single,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,>50K
41167,35,Private,397877,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41168,24,Private,316438,Middle-school,3,Single,Blue-collar,Other-relative,White,Male,0,0,40,Non-US,<50K
41169,34,Govt,283921,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
41170,29,Private,199903,High-school,9,Single,Service/Manual,Own-child,White,Female,0,0,20,US,<50K
41171,42,Private,339814,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
41172,19,,191140,Some-college,10,Single,,Own-child,White,Male,0,0,20,US,<50K
41173,33,Private,174215,College,13,Single,White-collar,Not-in-family,White,Female,0,0,55,US,>50K
41174,32,Private,124420,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41175,34,Private,289228,College,14,Married,White-collar,Wife,White,Female,15024,0,45,US,>50K
41176,27,Private,200610,High-school,9,Married,Blue-collar,Husband,White,Male,2580,0,40,US,<50K
41177,36,Private,140327,High-school,9,Married,Clerical/Sales,Wife,White,Female,7298,0,35,US,>50K
41178,39,Govt,86643,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,48,US,<50K
41179,33,Private,226624,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41180,48,Private,365516,High-school,9,Separated,Service/Manual,Not-in-family,White,Female,0,0,35,US,<50K
41181,27,Private,153288,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41182,33,Private,235124,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,40,Non-US,<50K
41183,28,Self_emp,160731,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41184,17,Private,230999,High-school,7,Single,Service/Manual,Own-child,White,Female,0,0,16,US,<50K
41185,38,Private,453663,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,44,US,<50K
41186,28,Private,250967,High-school,9,Married,Blue-collar,Husband,White,Male,2105,0,40,US,<50K
41187,22,,96844,Some-college,10,Single,,Not-in-family,White,Female,0,1602,20,US,<50K
41188,41,Govt,149102,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,1980,40,US,<50K
41189,42,Private,226452,High-school,5,Single,Blue-collar,Other-relative,White,Female,0,0,40,Non-US,<50K
41190,36,Private,34378,Middle-school,4,Single,Blue-collar,Unmarried,White,Male,0,0,60,US,<50K
41191,37,Govt,177277,College,14,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
41192,38,Govt,316470,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
41193,55,Govt,293104,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
41194,55,Private,380357,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,60,Non-US,>50K
41195,36,Private,101318,Some-college,10,Married,White-collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Non-US,>50K
41196,32,,339099,Some-college,10,Single,,Unmarried,Black,Female,0,0,40,US,<50K
41197,52,Private,131662,College,13,Separated,Clerical/Sales,Unmarried,White,Female,0,0,45,US,<50K
41198,20,Private,163333,High-school,9,Single,Blue-collar,Own-child,White,Female,0,0,20,US,<50K
41199,43,Private,71738,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
41200,35,Private,141276,High-school,9,Single,Blue-collar,Unmarried,Black,Female,0,0,40,US,<50K
41201,61,Private,242552,Middle-school,3,Married,Blue-collar,Wife,White,Female,0,0,37,Non-US,<50K
41202,30,Private,246439,Some-college,12,Married,White-collar,Husband,White,Male,0,0,60,US,<50K
41203,38,Govt,81232,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
41204,31,Private,157568,Some-college,10,Single,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
41205,21,Private,117476,Some-college,10,Single,Clerical/Sales,Own-child,White,Male,0,0,40,US,<50K
41206,28,Govt,198201,High-school,9,Married,Blue-collar,Husband,Black,Male,0,0,40,US,<50K
41207,57,Private,167483,Some-college,11,Separated,White-collar,Unmarried,White,Female,0,0,50,US,<50K
41208,19,Self_emp,150384,High-school,9,Single,White-collar,Own-child,White,Male,0,0,40,US,<50K
41209,18,,96244,Some-college,10,Single,,Own-child,White,Male,0,0,45,US,<50K
41210,34,Private,33678,College,13,Married,Clerical/Sales,Husband,White,Male,4508,0,35,US,<50K
41211,42,Private,180985,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,52,US,<50K
41212,36,Private,101192,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
41213,33,Private,207561,College,13,Single,Clerical/Sales,Not-in-family,Black,Male,0,0,40,US,<50K
41214,32,Private,105749,College,15,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
41215,41,Self_emp,443508,College,16,Married,White-collar,Husband,White,Male,99999,0,60,US,>50K
41216,23,Private,249087,College,13,Single,White-collar,Own-child,White,Female,0,0,40,US,<50K
41217,31,Govt,279231,Some-college,11,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41218,38,Private,180477,High-school,6,Single,Service/Manual,Not-in-family,White,Male,0,0,40,US,<50K
41219,51,Private,144522,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
41220,36,Govt,248263,High-school,9,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
41221,38,,498411,Some-college,10,Married,,Wife,White,Female,0,0,40,US,<50K
41222,57,Private,102442,Some-college,10,Separated,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
41223,20,Private,262877,High-school,9,Single,Blue-collar,Not-in-family,White,Female,0,0,55,US,<50K
41224,66,Self_emp,325537,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
41225,22,Private,161638,High-school,9,Single,Blue-collar,Other-relative,White,Female,0,0,40,Non-US,<50K
41226,46,Self_emp,24367,High-school,6,Married,Service/Manual,Husband,White,Male,0,0,99,US,>50K
41227,38,Private,108140,College,14,Married,White-collar,Husband,White,Male,7298,0,50,US,>50K
41228,63,,205110,High-school,6,Separated,,Not-in-family,Black,Male,0,0,40,US,<50K
41229,43,Self_emp,504423,College,14,Married,White-collar,Husband,Asian-Pac-Islander,Male,0,0,60,Non-US,>50K
41230,37,Private,264700,High-school,9,Married,White-collar,Wife,Black,Female,0,0,35,US,<50K
41231,22,Private,335067,College,13,Single,White-collar,Not-in-family,White,Male,0,0,20,US,<50K
41232,58,Private,153551,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,23,US,<50K
41233,43,Private,186077,High-school,9,Separated,Blue-collar,Unmarried,Black,Male,0,0,40,US,<50K
41234,55,Govt,85001,College,14,Married,White-collar,Not-in-family,White,Female,0,0,38,US,<50K
41235,45,Self_emp,216999,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
41236,48,Private,107231,College,13,Married,White-collar,Husband,White,Male,0,0,55,US,>50K
41237,36,Self_emp,52870,College,13,Married,White-collar,Husband,White,Male,4386,0,50,US,>50K
41238,73,Self_emp,228899,Middle-school,4,Single,Clerical/Sales,Not-in-family,White,Female,0,0,99,US,<50K
41239,29,Govt,90956,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41240,36,Private,186934,High-school,9,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
41241,57,Self_emp,37394,College,13,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
41242,25,,30840,Some-college,10,Separated,,Unmarried,White,Female,0,0,40,Non-US,<50K
41243,32,Private,185177,Some-college,11,Separated,White-collar,Own-child,White,Male,0,1590,40,US,<50K
41244,34,Private,312055,College,13,Single,White-collar,Not-in-family,White,Male,0,0,40,US,>50K
41245,20,Private,176262,Some-college,12,Single,Clerical/Sales,Own-child,White,Female,0,0,20,US,<50K
41246,51,Self_emp,161482,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,<50K
41247,51,Private,373448,Some-college,10,Married,White-collar,Husband,White,Male,0,2002,40,US,<50K
41248,45,Self_emp,277630,Some-college,10,Separated,White-collar,Not-in-family,Black,Male,0,0,48,US,<50K
41249,68,Self_emp,150904,High-school,9,Separated,Blue-collar,Not-in-family,White,Female,0,0,35,US,<50K
41250,73,Private,187334,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41251,18,Private,328937,Middle-school,4,Single,Service/Manual,Own-child,Black,Male,0,0,20,US,<50K
41252,35,Govt,132879,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41253,58,Private,49159,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,>50K
41254,38,Private,133299,High-school,9,Single,Service/Manual,Own-child,White,Male,0,0,55,US,<50K
41255,62,,268315,Some-college,10,Separated,,Not-in-family,White,Female,0,0,40,US,<50K
41256,31,Private,176430,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41257,18,Private,211344,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
41258,35,Private,162302,Some-college,10,Single,White-collar,Own-child,White,Female,0,0,32,US,<50K
41259,51,Private,229225,College,14,Separated,Service/Manual,Not-in-family,Black,Female,0,0,18,US,>50K
41260,49,Self_emp,77404,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,44,Non-US,>50K
41261,51,Govt,202044,College,13,Single,White-collar,Not-in-family,White,Female,0,0,55,US,<50K
41262,28,Private,94128,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41263,21,,189888,Some-college,12,Single,,Not-in-family,White,Male,0,0,48,US,<50K
41264,32,Private,94041,College,13,Single,White-collar,Not-in-family,White,Male,0,0,40,US,>50K
41265,50,Govt,322840,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,>50K
41266,47,Govt,746660,College,13,Married,White-collar,Husband,Black,Male,0,1887,40,US,>50K
41267,54,Private,84587,High-school,9,Married,White-collar,Husband,Asian-Pac-Islander,Male,0,0,38,Non-US,<50K
41268,41,Private,33126,Some-college,11,Single,Service/Manual,Not-in-family,White,Male,0,0,45,US,<50K
41269,29,Private,247445,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41270,52,Self_emp,210377,High-school,6,Married,White-collar,Wife,Black,Female,0,0,40,US,<50K
41271,19,,239862,Some-college,10,Single,,Other-relative,White,Male,0,0,40,US,<50K
41272,33,Private,327112,College,14,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
41273,37,Self_emp,188563,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,55,US,<50K
41274,62,,189098,Some-college,10,Married,,Husband,White,Male,0,0,15,US,<50K
41275,27,Private,26326,Some-college,11,Separated,Service/Manual,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,US,<50K
41276,46,Private,145636,High-school,9,Married,White-collar,Husband,White,Male,3103,0,50,US,>50K
41277,45,Govt,255456,College,14,Married,White-collar,Husband,Asian-Pac-Islander,Male,0,0,50,Non-US,>50K
41278,35,Private,196373,High-school,9,Married,Service/Manual,Husband,White,Male,0,1672,40,US,<50K
41279,32,Private,167476,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,45,US,<50K
41280,32,Govt,59083,High-school,9,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
41281,36,Self_emp,186934,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,55,US,<50K
41282,62,,188650,Middle-school,4,Married,,Husband,White,Male,0,0,10,US,<50K
41283,33,Govt,373043,High-school,9,Single,Blue-collar,Not-in-family,Black,Male,0,0,34,Non-US,<50K
41284,51,Private,250423,Some-college,10,Married,Blue-collar,Unmarried,White,Male,0,0,40,US,<50K
41285,29,Private,334032,Some-college,10,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41286,29,Govt,89487,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
41287,52,Private,230205,Some-college,10,Single,Clerical/Sales,Not-in-family,Black,Female,0,2001,32,US,<50K
41288,33,Private,212980,High-school,9,Separated,Clerical/Sales,Unmarried,Black,Female,0,0,40,US,<50K
41289,32,Private,351770,Some-college,10,Separated,Service/Manual,Unmarried,White,Female,0,0,40,US,<50K
41290,35,Govt,167482,High-school,9,Single,Blue-collar,Own-child,White,Male,0,1980,40,US,<50K
41291,23,Private,42251,College,13,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
41292,56,Self_emp,52822,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,70,US,<50K
41293,41,Private,229472,High-school,9,Single,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
41294,33,Private,93034,Some-college,11,Married,Blue-collar,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<50K
41295,35,Private,415167,College,13,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
41296,76,Self_emp,161182,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Male,0,0,20,US,<50K
41297,38,Private,166549,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,50,US,<50K
41298,42,Private,36296,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
41299,45,Private,272442,College,14,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
41300,22,Private,366139,Some-college,10,Married,White-collar,Wife,White,Female,0,0,40,US,<50K
41301,30,Self_emp,127651,College,13,Married,White-collar,Husband,White,Male,15024,0,65,US,>50K
